trade_date,series,open_price,high_price,low_price,prevclose_price,last_price,close_price,vwap,high_52w,low_52w,volume,turnover,number_trades,daily_return,price_change,intraday_volatility,month,year
2026-01-02,EQ,1049.40,1064.40,1047,1049.4,1061.1,1062.6,1057.6,1314.3,940.05,928577,982061017.40,36412,1.26,13.2,17.4,Jan,2026
2026-01-01,EQ,1048.20,1054.00,1040.1,1045.1,1047.7,1049.4,1048.4,1314.3,940.05,1219041,1278046851.20,34203,0.41,4.3,13.9,Jan,2026
2025-12-31,EQ,1048.70,1052.70,1035.2,1040.8,1045.1,1045.1,1045.99,1314.3,940.05,1426506,1492117477.00,37118,0.41,4.3,17.5,Dec,2025
2025-12-30,EQ,1069.00,1069.00,1032,1064.1,1046.6,1040.8,1040.64,1314.3,940.05,11581446,12052111156.20,148010,-2.19,-23.3,37,Dec,2025
2025-12-29,EQ,1074.30,1077.50,1059.8,1074.3,1062,1064.1,1069.24,1314.3,940.05,1406148,1503514231.50,42327,-0.95,-10.2,17.7,Dec,2025
2025-12-26,EQ,1081.50,1083.30,1068.4,1081.4,1073,1074.3,1073.26,1314.3,940.05,1266460,1359247037.40,33733,-0.66,-7.1,14.9,Dec,2025
2025-12-24,EQ,1074.00,1090.00,1070.2,1075.2,1080.1,1081.4,1083.76,1314.3,940.05,1033268,1119816956.40,48812,0.58,6.2,19.8,Dec,2025
2025-12-23,EQ,1081.80,1081.80,1065.2,1077.6,1075,1075.2,1074.65,1314.3,940.05,1304615,1402005504.70,40785,-0.22,-2.4,16.6,Dec,2025
2025-12-22,EQ,1079.20,1085.30,1072.4,1075.8,1075.1,1077.6,1079.02,1314.3,940.05,2093527,2258949520.10,93504,0.17,1.8,12.9,Dec,2025
2025-12-19,EQ,1066.50,1081.00,1061.1,1048.5,1076,1075.8,1072.23,1314.3,940.05,3285719,3523036832.80,78204,2.6,27.3,19.9,Dec,2025
2025-12-18,EQ,1030.00,1060.90,1026,1031.1,1048,1048.5,1044.37,1314.3,940.05,5152758,5381403108.10,91277,1.69,17.4,34.9,Dec,2025
2025-12-17,EQ,1070.10,1073.60,1024.9,1073,1033.2,1031.1,1037.59,1314.3,940.05,4268035,4428480578.60,93939,-3.9,-41.9,48.7,Dec,2025
2025-12-16,EQ,1089.00,1091.30,1068.3,1085.4,1070,1073,1078.78,1314.3,940.05,1444588,1558394981.60,64942,-1.14,-12.4,23,Dec,2025
2025-12-15,EQ,1081.30,1090.60,1064.5,1081.3,1083.5,1085.4,1077.85,1314.3,940.05,1632124,1759192434.80,56265,0.38,4.1,26.1,Dec,2025
2025-12-12,EQ,1082.80,1092.30,1077,1087.9,1080,1081.3,1081.45,1314.3,940.05,2245724,2428644377.20,66368,-0.61,-6.6,15.3,Dec,2025
2025-12-11,EQ,1077.00,1091.00,1074.2,1077.1,1089.1,1087.9,1083.84,1314.3,940.05,1209344,1310730829.50,38104,1,10.8,16.8,Dec,2025
2025-12-10,EQ,1075.90,1088.30,1067.1,1074.7,1080.5,1077.1,1079.04,1314.3,940.05,2353780,2539821906.30,64555,0.22,2.4,21.2,Dec,2025
2025-12-09,EQ,1079.40,1079.90,1061.1,1079.4,1075.6,1074.7,1070.7,1314.3,940.05,2945816,3154091257.20,87680,-0.44,-4.7,18.8,Dec,2025
2025-12-08,EQ,1103.90,1108.90,1072.5,1097.4,1077,1079.4,1082.62,1314.3,940.05,3014602,3263681953.60,104214,-1.64,-18,36.4,Dec,2025
2025-12-05,EQ,1083.90,1100.00,1075,1083.9,1100,1097.4,1090.84,1314.3,940.05,1799777,1963275786.90,52654,1.25,13.5,25,Dec,2025
2025-12-04,EQ,1087.00,1090.00,1070.1,1086,1081.2,1083.9,1077.73,1314.3,940.05,3037781,3273920722.20,75109,-0.19,-2.1,19.9,Dec,2025
2025-12-03,EQ,1118.00,1120.90,1077,1117.5,1085,1086,1090.97,1314.3,940.05,3801039,4146826495.50,81856,-2.82,-31.5,43.9,Dec,2025
2025-12-02,EQ,1125.40,1133.20,1113,1125.4,1119,1117.5,1118.38,1314.3,940.05,2206424,2467613704.80,76288,-0.7,-7.9,20.2,Dec,2025
2025-12-01,EQ,1164.00,1167.40,1117,1162.8,1131.8,1125.4,1137.42,1314.3,940.05,3436348,3908574649.90,86334,-3.22,-37.4,50.4,Dec,2025
2025-11-28,EQ,1156.10,1170.00,1153.1,1161.8,1162.2,1162.8,1163.52,1314.3,940.05,1637243,1904971004.70,72020,0.09,1,16.9,Nov,2025
2025-11-27,EQ,1171.60,1171.70,1155.5,1162.6,1161.4,1161.8,1161.39,1314.3,940.05,1423021,1652681868.40,60505,-0.07,-0.8,16.2,Nov,2025
2025-11-26,EQ,1158.30,1171.90,1154.7,1158.1,1162,1162.6,1164.4,1314.3,940.05,1121189,1305507915.40,61648,0.39,4.5,17.2,Nov,2025
2025-11-25,EQ,1169.00,1181.90,1151.1,1155.8,1152,1158.1,1163.47,1314.3,940.05,1966712,2288202188.00,67531,0.2,2.3,30.8,Nov,2025
2025-11-24,EQ,1183.90,1185.40,1150.1,1181.1,1153.1,1155.8,1162.52,1314.3,940.05,2825309,3284492203.00,73671,-2.14,-25.3,35.3,Nov,2025
2025-11-21,EQ,1160.00,1183.90,1160,1168.9,1179.1,1181.1,1175.94,1314.3,936.25,2258525,2655887287.00,94641,1.04,12.2,23.9,Nov,2025
2025-11-20,EQ,1166.00,1172.00,1147.9,1164.4,1168.8,1168.9,1160.59,1314.3,936.25,2784798,3232001481.30,55321,0.39,4.5,24.1,Nov,2025
2025-11-19,EQ,1115.00,1170.40,1104.9,1116.7,1164.7,1164.4,1153.78,1314.3,936.25,5964536,6881783312.50,137064,4.27,47.7,65.5,Nov,2025
2025-11-18,EQ,1141.40,1144.60,1112,1121.6,1115.2,1116.7,1123.7,1314.3,936.25,5778653,6493460456.90,98585,-0.44,-4.9,32.6,Nov,2025
2025-11-17,EQ,1105.00,1124.80,1091.7,1103.1,1122.2,1121.6,1110.18,1314.3,936.25,5102278,5664442639.10,122991,1.68,18.5,33.1,Nov,2025
2025-11-14,EQ,1093.70,1106.40,1085.3,1098,1101.9,1103.1,1099.68,1314.3,936.25,1658556,1823888307.50,57388,0.46,5.1,21.1,Nov,2025
2025-11-13,EQ,1103.90,1110.80,1090.6,1103.6,1098.7,1098,1101.78,1314.3,936.25,1468268,1617703046.20,53687,-0.51,-5.6,20.2,Nov,2025
2025-11-12,EQ,1124.90,1124.90,1075.1,1095.4,1109.9,1103.6,1096.02,1314.3,936.25,4463966,4892599537.60,126995,0.75,8.2,49.8,Nov,2025
2025-11-11,EQ,1103.30,1109.10,1081.9,1098,1096.5,1095.4,1091.27,1314.3,936.25,1779188,1941578541.10,72826,-0.24,-2.6,27.2,Nov,2025
2025-11-10,EQ,1141.30,1141.30,1096.4,1135.3,1099.8,1098,1110.92,1314.3,936.25,1933973,2148486490.70,56577,-3.29,-37.3,44.9,Nov,2025
2025-11-07,EQ,1126.00,1141.50,1120.1,1125.4,1136.1,1135.3,1128.37,1314.3,936.25,1796900,2027569103.30,52265,0.88,9.9,21.4,Nov,2025
2025-11-06,EQ,1119.10,1146.90,1118.5,1138.4,1128.8,1125.4,1129.15,1314.3,936.25,2545462,2874220015.80,75610,-1.14,-13,28.4,Nov,2025
2025-11-04,EQ,1149.10,1154.20,1132.5,1145.9,1139.5,1138.4,1142.93,1314.3,936.25,2176888,2488040177.80,49070,-0.65,-7.5,21.7,Nov,2025
2025-11-03,EQ,1146.70,1154.30,1128.9,1147.8,1152,1145.9,1142.08,1314.3,936.25,1669607,1906816564.30,49947,-0.17,-1.9,25.4,Nov,2025
2025-10-31,EQ,1167.80,1172.50,1143.7,1178.5,1149,1147.8,1155.11,1314.3,936.25,4276918,4940305533.10,63227,-2.61,-30.7,28.8,Oct,2025
2025-10-30,EQ,1186.50,1189.00,1172.3,1189.5,1176,1178.5,1176.79,1314.3,936.25,1187989,1398011034.40,43777,-0.92,-11,16.7,Oct,2025
2025-10-29,EQ,1185.00,1194.40,1181.7,1179.7,1190.4,1189.5,1188.58,1314.3,936.25,1516489,1802467254.90,42728,0.83,9.8,12.7,Oct,2025
2025-10-28,EQ,1186.30,1192.60,1172.1,1186.4,1187.9,1179.7,1180.17,1314.3,936.25,1810857,2137117592.40,61211,-0.56,-6.7,20.5,Oct,2025
2025-10-27,EQ,1180.00,1188.40,1175.5,1184.1,1187,1186.4,1182.82,1314.3,936.25,979181,1158198230.10,41926,0.19,2.3,12.9,Oct,2025
2025-10-24,EQ,1213.70,1213.70,1181.5,1211,1183.7,1184.1,1190.67,1314.3,888.9,858989,1022775027.60,35718,-2.22,-26.9,32.2,Oct,2025
2025-10-23,EQ,1200.00,1221.90,1197,1204,1210.1,1211,1213.25,1314.3,888.9,2981438,3617241373.50,117097,0.58,7,24.9,Oct,2025
2025-10-21,EQ,1214.90,1217.80,1201,1209.6,1204.1,1204,1210.33,1314.3,888.9,131329,158952034.80,6915,-0.46,-5.6,16.8,Oct,2025
2025-10-20,EQ,1211.90,1217.60,1203,1202.7,1208.6,1209.6,1209.31,1314.3,888.9,2133962,2580618863.10,78989,0.57,6.9,14.6,Oct,2025
2025-10-17,EQ,1188.00,1212.80,1178.7,1175.3,1201,1202.7,1195.03,1314.3,888.9,5239734,6261650710.00,105852,2.33,27.4,34.1,Oct,2025
2025-10-16,EQ,1161.40,1177.40,1159,1155.8,1175,1175.3,1169.46,1314.3,888.9,2364667,2765384750.80,69685,1.69,19.5,18.4,Oct,2025
2025-10-15,EQ,1161.50,1172.70,1154.3,1161.5,1158,1155.8,1163.79,1314.3,888.9,1762144,2050771653.50,62089,-0.49,-5.7,18.4,Oct,2025
2025-10-14,EQ,1149.00,1165.00,1141.6,1143.3,1159.5,1161.5,1155.83,1314.3,888.9,1965357,2271624565.00,65605,1.59,18.2,23.4,Oct,2025
2025-10-13,EQ,1154.00,1169.30,1140,1156.4,1143.9,1143.3,1147.62,1314.3,888.9,2376338,2727121287.00,64570,-1.13,-13.1,29.3,Oct,2025
2025-10-10,EQ,1156.00,1163.00,1139.2,1155.8,1155.5,1156.4,1154.62,1314.3,888.9,2722755,3143753968.40,50399,0.05,0.6,23.8,Oct,2025
2025-10-09,EQ,1148.00,1163.00,1131.7,1144.4,1155.8,1155.8,1155.67,1314.3,888.9,3052853,3528098006.50,65085,1,11.4,31.3,Oct,2025
2025-10-08,EQ,1130.00,1147.40,1128,1130.7,1143.8,1144.4,1139.39,1314.3,888.9,3169556,3611347823.20,84409,1.21,13.7,19.4,Oct,2025
2025-10-07,EQ,1134.00,1140.00,1115,1139.7,1128,1130.7,1130.88,1314.3,888.9,3577437,4045638542.00,88011,-0.79,-9,25,Oct,2025
2025-10-06,EQ,1101.00,1144.70,1093.3,1069.2,1137,1139.7,1121.22,1314.3,888.9,8494611,9524294985.70,165636,6.59,70.5,51.4,Oct,2025
2025-10-03,EQ,1098.00,1110.30,1060,1113.2,1070,1069.2,1074.3,1314.3,888.9,5969792,6413336771.00,149202,-3.95,-44,50.3,Oct,2025
2025-10-01,EQ,1119.70,1121.20,1107.1,1114.7,1111.9,1113.2,1116.18,1314.3,888.9,3266312,3645805168.40,58482,-0.13,-1.5,14.1,Oct,2025
2025-09-30,EQ,1115.70,1127.60,1108,1112,1120,1114.7,1118.31,1314.3,888.9,5570839,6229932905.40,94061,0.24,2.7,19.6,Sep,2025
2025-09-29,EQ,1134.60,1139.50,1103.6,1123.4,1105,1112,1114.16,1314.3,888.9,48051997,53537505693.20,242623,-1.01,-11.4,35.9,Sep,2025
2025-09-26,EQ,1135.00,1136.90,1107,1137.7,1124.8,1123.4,1123.04,1314.3,888.9,2327943,2614376513.90,65591,-1.26,-14.3,29.9,Sep,2025
2025-09-25,EQ,1138.40,1144.90,1133.9,1133.2,1142.3,1137.7,1138.57,1314.3,888.9,5022322,5718253006.10,80800,0.4,4.5,11,Sep,2025
2025-09-24,EQ,1154.00,1157.00,1125.3,1157,1135,1133.2,1136,1314.3,888.9,3419746,3884819269.90,72740,-2.06,-23.8,31.7,Sep,2025
2025-09-23,EQ,1174.70,1175.00,1149,1171.6,1154.7,1157,1155.87,1314.3,888.9,4729220,5466354539.40,57596,-1.25,-14.6,26,Sep,2025
2025-09-22,EQ,1165.90,1179.60,1160.6,1159.7,1172,1171.6,1170.97,1314.3,888.9,3370928,3947267136.30,107153,1.03,11.9,19,Sep,2025
2025-09-19,EQ,1170.00,1176.40,1151.2,1173.4,1161.5,1159.7,1159.23,1314.3,888.9,4839925,5610591790.30,69296,-1.17,-13.7,25.2,Sep,2025
2025-09-18,EQ,1145.10,1176.70,1145.1,1153.8,1173,1173.4,1162.92,1314.3,888.9,3746782,4357203809.60,83180,1.7,19.6,31.6,Sep,2025
2025-09-17,EQ,1162.50,1166.50,1141.3,1158.7,1154.6,1153.8,1150.34,1314.3,888.9,4160131,4785568452.40,77635,-0.42,-4.9,25.2,Sep,2025
2025-09-16,EQ,1161.00,1173.20,1148.1,1175.4,1162.4,1158.7,1157.5,1314.3,888.9,4075700,4717605948.50,85786,-1.42,-16.7,25.1,Sep,2025
2025-09-15,EQ,1184.20,1186.90,1171.3,1184.2,1175.4,1175.4,1176.4,1314.3,888.9,2376299,2795476378.60,46539,-0.74,-8.8,15.6,Sep,2025
2025-09-12,EQ,1184.00,1187.70,1171.3,1179.3,1181.9,1184.2,1179.57,1314.3,873.5,2487969,2934724575.80,103209,0.42,4.9,16.4,Sep,2025
2025-09-11,EQ,1168.50,1181.00,1168,1180.7,1178,1179.3,1176.28,1314.3,873.5,1837622,2161566309.50,42192,-0.12,-1.4,13,Sep,2025
2025-09-10,EQ,1158.80,1184.00,1155,1152.9,1180,1180.7,1173.11,1314.3,873.5,3661895,4295815220.10,140203,2.41,27.8,29,Sep,2025
2025-09-09,EQ,1153.00,1159.10,1140.3,1149.6,1152.6,1152.9,1147.93,1314.3,873.5,1790082,2054889331.70,46090,0.29,3.3,18.8,Sep,2025
2025-09-08,EQ,1174.50,1174.50,1146.5,1170,1148.5,1149.6,1159.58,1314.3,873.5,1316394,1526462779.10,38936,-1.74,-20.4,28,Sep,2025
2025-09-05,EQ,1169.90,1171.60,1159,1160.2,1166,1170,1166.7,1314.3,860.25,1271671,1483654959.90,33635,0.84,9.8,12.6,Sep,2025
2025-09-04,EQ,1189.00,1189.00,1156.9,1162,1160.4,1160.2,1166.09,1314.3,860.25,1797984,2096618527.10,46781,-0.15,-1.8,32.1,Sep,2025
2025-09-03,EQ,1160.00,1165.60,1150.6,1161.8,1160,1162,1156.89,1314.3,860.25,1922382,2223990300.20,66329,0.02,0.2,15,Sep,2025
2025-09-02,EQ,1185.00,1185.00,1151.4,1181.2,1158.8,1161.8,1162.96,1314.3,860.25,3028687,3522234621.20,69872,-1.64,-19.4,33.6,Sep,2025
2025-09-01,EQ,1154.30,1186.00,1153.9,1154.3,1180.9,1181.2,1179.89,1314.3,860.25,1720121,2029559675.30,56456,2.33,26.9,32.1,Sep,2025
2025-08-29,EQ,1151.00,1173.90,1147.6,1160.2,1150,1154.3,1160.29,1314.3,836.6,1977662,2294666736.10,81785,-0.51,-5.9,26.3,Aug,2025
2025-08-28,EQ,1196.00,1196.00,1152.4,1183.4,1160,1160.2,1162.13,1314.3,836.6,4412704,5128118970.80,134370,-1.96,-23.2,43.6,Aug,2025
2025-08-26,EQ,1212.00,1217.80,1177.4,1221.4,1184,1183.4,1189.11,1314.3,836.6,4500351,5351417141.20,122583,-3.11,-38,40.4,Aug,2025
2025-08-25,EQ,1240.00,1252.50,1211.2,1234.7,1220,1221.4,1223.1,1314.3,836.6,1637753,2003141457.80,53269,-1.08,-13.3,41.3,Aug,2025
2025-08-22,EQ,1255.00,1255.00,1228.1,1250.1,1229.9,1234.7,1239.79,1314.3,836.6,1488893,1845920494.40,51563,-1.23,-15.4,26.9,Aug,2025
2025-08-21,EQ,1239.80,1256.00,1229.1,1225.6,1249,1250.1,1246.18,1314.3,836.6,2051298,2556284750.30,93934,2,24.5,26.9,Aug,2025
2025-08-20,EQ,1227.80,1234.00,1210.9,1229.4,1228,1225.6,1223.54,1314.3,836.6,1779980,2177884654.90,63533,-0.31,-3.8,23.1,Aug,2025
2025-08-19,EQ,1212.60,1236.80,1208,1211.6,1233,1229.4,1224.39,1314.3,836.6,2076532,2542479126.20,78469,1.47,17.8,28.8,Aug,2025
2025-08-18,EQ,1216.10,1233.00,1206.6,1220.7,1218,1211.6,1217.12,1314.3,836.6,2557331,3112577447.90,92345,-0.75,-9.1,26.4,Aug,2025
2025-08-14,EQ,1275.00,1275.00,1204.1,1267.1,1216.1,1220.7,1223.28,1314.3,836.6,5657114,6920256898.50,154135,-3.66,-46.4,70.9,Aug,2025
2025-08-13,EQ,1270.00,1301.70,1251.4,1260.6,1267.6,1267.1,1276.85,1314.3,836.6,3268236,4173062586.20,105843,0.52,6.5,50.3,Aug,2025
2025-08-12,EQ,1268.00,1276.40,1256,1263.3,1262.5,1260.6,1265.02,1314.3,836.6,740292,936484773.50,45691,-0.21,-2.7,20.4,Aug,2025
2025-08-11,EQ,1245.30,1270.60,1243.3,1245.3,1261,1263.3,1261.25,1314.3,836.6,807096,1017952126.80,44008,1.45,18,27.3,Aug,2025
2025-08-08,EQ,1265.00,1271.40,1242.3,1265.9,1245.6,1245.3,1251.5,1314.3,836.6,548971,687037196.00,27197,-1.63,-20.6,29.1,Aug,2025
2025-08-07,EQ,1260.00,1272.10,1240.6,1271.1,1263,1265.9,1253.74,1314.3,836.6,2365386,2965583168.60,52237,-0.41,-5.2,31.5,Aug,2025
2025-08-06,EQ,1289.90,1289.90,1256.1,1273.9,1271,1271.1,1267.68,1314.3,836.6,1095951,1389320389.50,51766,-0.22,-2.8,33.8,Aug,2025
2025-08-05,EQ,1245.60,1280.00,1237.5,1250.4,1268.5,1273.9,1265.11,1314.3,836.6,1607681,2033892169.10,55017,1.88,23.5,42.5,Aug,2025
2025-08-04,EQ,1253.60,1256.00,1235.3,1246,1252,1250.4,1247.64,1314.3,836.6,718743,896733817.10,32752,0.35,4.4,20.7,Aug,2025
2025-08-01,EQ,1245.00,1258.20,1239,1246,1240,1246,1248.36,1314.3,836.6,932679,1164320009.70,39854,0,0,19.2,Aug,2025
2025-07-31,EQ,1240.00,1270.80,1235.6,1264.6,1250,1246,1250.91,1314.3,836.6,2265597,2834055412.50,77553,-1.47,-18.6,35.2,Jul,2025
2025-07-30,EQ,1275.20,1276.70,1253,1274.3,1265.2,1264.6,1262.09,1314.3,836.6,875446,1104892696.00,47735,-0.76,-9.7,23.7,Jul,2025
2025-07-29,EQ,1256.00,1278.00,1251,1257.4,1271.4,1274.3,1268.34,1314.3,836.6,1643450,2084451757.40,93424,1.34,16.9,27,Jul,2025
2025-07-28,EQ,1275.20,1282.90,1229,1280.5,1259,1257.4,1253.97,1314.3,836.6,2930792,3675132499.30,119155,-1.8,-23.1,53.9,Jul,2025
2025-07-25,EQ,1261.20,1284.60,1255,1267.4,1282,1280.5,1270.79,1314.3,836.6,3090257,3927062733.40,74459,1.03,13.1,29.6,Jul,2025
2025-07-24,EQ,1261.60,1288.80,1258.8,1255.4,1267,1267.4,1274.78,1314.3,836.6,2393751,3051509542.10,85930,0.96,12,30,Jul,2025
2025-07-23,EQ,1209.90,1258.00,1209.9,1218.8,1256,1255.4,1242.65,1314.3,836.6,1364458,1695538527.60,56734,3,36.6,48.1,Jul,2025
2025-07-22,EQ,1229.80,1229.80,1207.5,1218.2,1220,1218.8,1218.82,1314.3,836.6,1896694,2311724462.60,60806,0.05,0.6,22.3,Jul,2025
2025-07-21,EQ,1217.40,1226.50,1201,1215.7,1216.4,1218.2,1217.1,1314.3,836.6,1633631,1988291813.80,76214,0.21,2.5,25.5,Jul,2025
2025-07-18,EQ,1241.50,1249.10,1213.1,1243.6,1216.2,1215.7,1218.15,1314.3,836.6,2382955,2902788101.60,62715,-2.24,-27.9,36,Jul,2025
2025-07-17,EQ,1276.00,1276.00,1238.8,1266.2,1241.9,1243.6,1251.63,1314.3,836.6,1238628,1550302981.60,40892,-1.78,-22.6,37.2,Jul,2025
2025-07-16,EQ,1262.50,1278.00,1256.4,1261.1,1263,1266.2,1268.06,1314.3,836.6,1352972,1715645873.50,46735,0.4,5.1,21.6,Jul,2025
2025-07-15,EQ,1256.00,1263.60,1240.8,1249.6,1261,1261.1,1255.04,1314.3,836.6,824627,1034942246.00,39414,0.92,11.5,22.8,Jul,2025
2025-07-14,EQ,1230.00,1263.20,1220,1219.2,1251.8,1249.6,1247.34,1314.3,836.6,1968679,2455616972.70,67437,2.49,30.4,43.2,Jul,2025
2025-07-11,EQ,1249.70,1251.50,1215.5,1251.6,1219.9,1219.2,1224.56,1314.3,836.6,2348913,2876392664.00,112983,-2.59,-32.4,36,Jul,2025
2025-07-10,EQ,1240.00,1255.00,1229,1247.4,1250.6,1251.6,1242.89,1314.3,836.6,1822565,2265249320.50,86019,0.34,4.2,26,Jul,2025
2025-07-09,EQ,1291.00,1300.80,1245,1295.7,1246,1247.4,1262.34,1314.3,836.6,1996494,2520256967.40,79758,-3.73,-48.3,55.8,Jul,2025
2025-07-08,EQ,1303.90,1310.80,1287.1,1299.6,1300,1295.7,1297.62,1314.3,836.6,1351691,1753978045.30,60988,-0.3,-3.9,23.7,Jul,2025
2025-07-07,EQ,1303.10,1305.00,1289.4,1298.2,1296.1,1299.6,1299.67,1314.3,836.6,639489,831122294.30,37816,0.11,1.4,15.6,Jul,2025
2025-07-04,EQ,1306.80,1314.30,1286,1301.4,1296.4,1298.2,1300.24,1314.3,836.6,1062360,1381325724.00,60244,-0.25,-3.2,28.3,Jul,2025
2025-07-03,EQ,1279.00,1308.60,1279,1284.8,1305,1301.4,1300.18,1308.6,836.6,2615624,3400783111.20,70391,1.29,16.6,29.6,Jul,2025
2025-07-02,EQ,1269.20,1299.00,1254.3,1279.7,1292,1284.8,1279.5,1307.9,836.6,1534237,1963054417.40,53413,0.4,5.1,44.7,Jul,2025
2025-07-01,EQ,1285.00,1307.90,1271.6,1276,1280.4,1279.7,1284.65,1307.9,836.6,2067169,2655592238.20,80829,0.29,3.7,36.3,Jul,2025
2025-06-30,EQ,1284.50,1296.80,1271.1,1279.3,1275,1276,1278.55,1296.8,836.6,1890046,2416520638.10,111941,-0.26,-3.3,25.7,Jun,2025
2025-06-27,EQ,1270.00,1296.80,1255.1,1266.5,1275.1,1279.3,1279.8,1296.8,836.6,9937898,12718534629.30,173008,1.01,12.8,41.7,Jun,2025
2025-06-26,EQ,1250.00,1275.00,1241.7,1239,1266.6,1266.5,1261.67,1275,836.6,4025154,5078431870.20,112617,2.22,27.5,33.3,Jun,2025
2025-06-25,EQ,1191.50,1242.90,1190,1198.3,1238.3,1239,1225.84,1256.2,836.6,2283980,2799789097.20,59802,3.4,40.7,52.9,Jun,2025
2025-06-24,EQ,1209.00,1211.90,1183.1,1190.2,1200,1198.3,1197.36,1256.2,836.6,1627319,1948487617.20,88665,0.68,8.1,28.8,Jun,2025
2025-06-23,EQ,1202.10,1208.90,1185.5,1213.8,1189.5,1190.2,1196.79,1256.2,836.6,1344872,1609532042.10,69508,-1.94,-23.6,23.4,Jun,2025
2025-06-20,EQ,1162.90,1220.60,1155.6,1163,1206,1213.8,1204.02,1256.2,836.6,2991004,3601224214.00,93107,4.37,50.8,65,Jun,2025
2025-06-19,EQ,1186.00,1190.00,1152.7,1181.7,1160,1163,1165.34,1256.2,836.6,1791898,2088175319.90,76035,-1.58,-18.7,37.3,Jun,2025
2025-06-18,EQ,1229.80,1229.90,1179.6,1226.8,1183.8,1181.7,1197.01,1256.2,836.6,1800017,2154630098.30,63922,-3.68,-45.1,50.3,Jun,2025
2025-06-17,EQ,1254.30,1256.20,1220.9,1246.8,1223,1226.8,1240.65,1256.2,836.6,1940493,2407464181.70,66871,-1.6,-20,35.3,Jun,2025
2025-06-16,EQ,1245.20,1250.00,1220.4,1232.8,1246.9,1246.8,1240.46,1250,836.6,1884937,2338197604.90,53070,1.14,14,29.6,Jun,2025
2025-06-13,EQ,1196.40,1239.50,1178.3,1202.2,1236.5,1232.8,1221.99,1239.5,799.2,2935076,3586624729.50,113234,2.55,30.6,61.2,Jun,2025
2025-06-12,EQ,1191.60,1218.70,1185,1187.1,1199,1202.2,1208.83,1227.95,799.2,3523948,4259843146.10,114815,1.27,15.1,33.7,Jun,2025
2025-06-11,EQ,1185.00,1201.80,1182.8,1182.5,1184.8,1187.1,1191.16,1227.95,799.2,1692374,2015887506.50,69277,0.39,4.6,19,Jun,2025
2025-06-10,EQ,1198.70,1203.90,1175.2,1194.6,1178,1182.5,1184.82,1227.95,799.2,959783,1137173056.00,43027,-1.01,-12.1,28.7,Jun,2025
2025-06-09,EQ,1177.00,1196.80,1161.1,1168.2,1192.6,1194.6,1185.7,1227.95,799.2,1363561,1616768501.00,74372,2.26,26.4,35.7,Jun,2025
2025-06-06,EQ,1142.80,1169.20,1127,1137.4,1168.4,1168.2,1155.5,1227.95,747.3,1026507,1186123742.20,40876,2.71,30.8,42.2,Jun,2025
2025-06-05,EQ,1153.20,1154.60,1134,1148.6,1137.2,1137.4,1141.81,1227.95,747.3,1294519,1478092153.70,57344,-0.98,-11.2,20.6,Jun,2025
2025-06-04,EQ,1137.00,1154.20,1135,1138.9,1145.6,1148.6,1144.06,1227.95,747.3,1300977,1488395787.20,39517,0.85,9.7,19.2,Jun,2025
2025-06-03,EQ,1164.00,1169.90,1136.6,1151.6,1139.8,1138.9,1150.25,1227.95,747.3,1298389,1493474649.50,63967,-1.1,-12.7,33.3,Jun,2025
2025-06-02,EQ,1129.50,1159.60,1122.4,1125.2,1152,1151.6,1149.7,1227.95,747.3,1633598,1878151798.60,72258,2.35,26.4,37.2,Jun,2025
2025-05-30,EQ,1138.00,1146.20,1121.1,1135.2,1125,1125.2,1130.75,1227.95,743.1,3302191,3733942160.60,61997,-0.88,-10,25.1,May,2025
2025-05-29,EQ,1149.00,1154.70,1124.4,1149,1144.5,1135.2,1133.89,1227.95,743.1,1437093,1629510264.00,61307,-1.2,-13.8,30.3,May,2025
2025-05-28,EQ,1157.50,1171.30,1142.1,1159.4,1146.1,1149,1156.66,1227.95,743.1,1271583,1470792422.20,42110,-0.9,-10.4,29.2,May,2025
2025-05-27,EQ,1184.00,1187.80,1153.1,1174.1,1160.4,1159.4,1164.8,1227.95,743.1,1530237,1782418070.00,84327,-1.25,-14.7,34.7,May,2025
2025-05-26,EQ,1170.00,1191.90,1170,1177.1,1172.4,1174.1,1178.2,1227.95,743.1,1047297,1233927306.10,52309,-0.25,-3,21.9,May,2025
2025-05-23,EQ,1140.10,1180.80,1139.5,1148.2,1177.6,1177.1,1165.46,1227.95,743.1,1221229,1423297326.00,74809,2.52,28.9,41.3,May,2025
2025-05-22,EQ,1144.80,1154.00,1118.3,1142.1,1150.7,1148.2,1139.5,1227.95,743.1,1302948,1484712298.40,55412,0.53,6.1,35.7,May,2025
2025-05-21,EQ,1171.90,1178.20,1130.6,1164.7,1144,1142.1,1151.17,1227.95,743.1,2080995,2395568629.10,87917,-1.94,-22.6,47.6,May,2025
2025-05-20,EQ,1183.00,1190.00,1136.1,1188,1170.8,1164.7,1155.98,1227.95,743.1,3803892,4397219310.50,97476,-1.96,-23.3,53.9,May,2025
2025-05-19,EQ,1174.80,1191.90,1168.3,1167.1,1187.2,1188,1185.03,1227.95,743.1,2197092,2603620427.60,47439,1.79,20.9,23.6,May,2025
2025-05-16,EQ,1195.70,1196.90,1158.6,1186.5,1168.9,1167.1,1171.46,1227.95,743.1,932452,1092328770.40,37784,-1.64,-19.4,38.3,May,2025
2025-05-15,EQ,1176.50,1204.00,1174.9,1176.6,1190.1,1186.5,1192.95,1227.95,743.1,3798282,4531158574.80,78796,0.84,9.9,29.1,May,2025
