trade_date,series,open_price,high_price,low_price,prevclose_price,last_price,close_price,vwap,high_52w,low_52w,volume,turnover,number_trades,daily_return,price_change,intraday_volatility,month,year
2023-05-24,EQ,555.55,562.50,550,553.75,559.75,557.75,555.31,564.75,344.4,13088349,7268034431.90,65570,0.72,4,12.5,May,2023
2023-05-23,EQ,558.00,564.75,546.45,552.55,555,553.75,552.38,564.75,344.4,9698831,5357463245.25,77264,0.22,1.2,18.3,May,2023
2023-05-22,EQ,549.90,558.85,543.25,545.15,550.45,552.55,550.37,558.85,344.4,12219797,6725451275.55,106865,1.36,7.4,15.6,May,2023
2023-05-19,EQ,534.25,552.10,534.25,534.2,543,545.15,545.04,552.1,344.4,6724371,3665049170.40,79253,2.05,10.95,17.85,May,2023
2023-05-18,EQ,524.90,536.00,520.05,522.6,534.4,534.2,531.13,536,344.4,4751726,2523773828.00,82266,2.22,11.6,15.95,May,2023
2023-05-17,EQ,512.30,528.40,508.5,507.75,519.55,522.6,519.17,528.4,344.4,5215249,2707596016.00,147889,2.92,14.85,19.9,May,2023
2023-05-16,EQ,521.90,525.00,502,519.9,506.2,507.75,514.42,525,344.4,5650467,2906722854.55,114756,-2.34,-12.15,23,May,2023
2023-05-15,EQ,499.50,524.70,495.6,499.85,520,519.9,516.17,524.7,344.4,4278648,2208495695.20,83153,4.01,20.05,29.1,May,2023
2023-05-12,EQ,509.00,513.25,497.25,484.05,497.3,499.85,503.33,513.25,344.4,13431020,6760282316.55,171686,3.26,15.8,16,May,2023
2023-05-11,EQ,480.00,485.80,478.6,480.15,482,484.05,482.87,495,344.4,2023509,977086509.75,55873,0.81,3.9,7.2,May,2023
2023-05-10,EQ,483.25,483.25,468.1,481.3,478.2,480.15,476.18,495,344.4,1761012,838558240.25,59117,-0.24,-1.15,15.15,May,2023
2023-05-09,EQ,481.10,484.75,471.2,478.6,481.5,481.3,479.85,495,344.4,2152420,1032839000.75,62023,0.56,2.7,13.55,May,2023
2023-05-08,EQ,487.50,490.35,474.35,484.25,479.5,478.6,482.31,495,344.4,1935690,933610938.35,58540,-1.17,-5.65,16,May,2023
2023-05-05,EQ,480.00,486.00,476.1,481.15,482.2,484.25,482.88,495,344.4,707698,341729892.05,21993,0.64,3.1,9.9,May,2023
2023-05-04,EQ,471.65,484.40,469.05,476.05,478.5,481.15,477.97,495,344.4,1219061,582671393.55,98198,1.07,5.1,15.35,May,2023
2023-05-03,EQ,474.70,482.40,468.25,474.8,473.3,476.05,476.03,495,344.4,2804318,1334936556.95,51845,0.26,1.25,14.15,May,2023
2023-05-02,EQ,460.90,479.00,460.45,460.05,474.2,474.8,470.52,495,344.4,1893299,890829099.55,96793,3.21,14.75,18.55,May,2023
2023-04-28,EQ,454.00,462.10,449,452.2,456,460.05,455.74,495,344.4,1111659,506629888.75,45022,1.74,7.85,13.1,Apr,2023
2023-04-27,EQ,442.55,454.40,438.45,440.3,453.7,452.2,450.41,495,344.4,1152173,518947450.70,38160,2.7,11.9,15.95,Apr,2023
2023-04-26,EQ,441.05,445.35,436.9,440.1,441.45,440.3,440.93,495,344.4,1125684,496344464.75,35440,0.05,0.2,8.45,Apr,2023
2023-04-25,EQ,447.00,450.55,435.05,449.8,438.15,440.1,447.49,495,344.4,8063667,3608402631.55,86311,-2.16,-9.7,15.5,Apr,2023
2023-04-24,EQ,453.45,454.15,443,453.45,449.65,449.8,448.16,495,344.4,948444,425058035.50,46591,-0.8,-3.65,11.15,Apr,2023
2023-04-21,EQ,466.60,467.25,451.15,465.4,452.45,453.45,454.7,495,344.4,1280680,582329706.90,61328,-2.57,-11.95,16.1,Apr,2023
2023-04-20,EQ,471.40,475.90,465,469.8,465.45,465.4,469.09,495,344.4,1116003,523510918.20,51518,-0.94,-4.4,10.9,Apr,2023
2023-04-19,EQ,466.25,477.95,464.55,463.9,470.95,469.8,470.64,495,344.4,2420589,1139219533.35,58634,1.27,5.9,13.4,Apr,2023
2023-04-18,EQ,471.00,471.00,460.25,471.3,462.5,463.9,465.52,495,344.4,2523101,1174554336.00,69870,-1.57,-7.4,10.75,Apr,2023
2023-04-17,EQ,473.60,474.90,457.1,471.65,471.9,471.3,468.41,495,344.4,2158139,1010886504.40,75649,-0.07,-0.35,17.8,Apr,2023
2023-04-13,EQ,479.00,495.00,468.35,479,471.9,471.65,478.69,495,344.4,4208505,2014588572.90,151620,-1.53,-7.35,26.65,Apr,2023
2023-04-12,EQ,450.20,486.25,438.5,450.9,477.35,479,454.61,486.25,344.4,14214382,6461999638.55,80281,6.23,28.1,47.75,Apr,2023
2023-04-11,EQ,443.00,459.90,442.2,440.7,450,450.9,449.85,482.8,344.4,2277870,1024697431.65,68670,2.31,10.2,17.7,Apr,2023
2023-04-10,EQ,436.10,451.50,434.2,430.35,441.45,440.7,445.61,482.8,344.4,2007612,894610658.85,45275,2.41,10.35,17.3,Apr,2023
2023-04-06,EQ,415.75,434.95,411.9,419.15,433,430.35,425.82,482.8,344.2,1942520,827154786.10,100485,2.67,11.2,23.05,Apr,2023
2023-04-05,EQ,428.00,431.90,413.1,432.7,417,419.15,422.58,482.8,344.2,3115322,1316457278.25,100965,-3.13,-13.55,18.8,Apr,2023
2023-04-03,EQ,436.45,439.00,431.55,441.1,432,432.7,434.65,482.8,344.2,1582788,687962249.35,41039,-1.9,-8.4,7.45,Apr,2023
2023-03-31,EQ,450.20,451.35,436,451.7,437.45,441.1,444.57,482.8,333.45,1529683,680045361.45,87755,-2.35,-10.6,15.35,Mar,2023
2023-03-29,EQ,443.80,458.00,443.8,449.95,450.25,451.7,450.02,482.8,333.45,1158628,521404200.75,49320,0.39,1.75,14.2,Mar,2023
2023-03-28,EQ,459.40,460.95,448,459.4,450,449.95,450.04,482.8,333.45,3066496,1380059127.25,58655,-2.06,-9.45,12.95,Mar,2023
2023-03-27,EQ,463.70,465.75,449.65,460.7,460,459.4,458.67,482.8,333.45,1234579,566264904.15,59027,-0.28,-1.3,16.1,Mar,2023
2023-03-24,EQ,466.15,467.55,458,466.85,461.25,460.7,461.78,482.8,326.15,2188315,1010520708.55,99655,-1.32,-6.15,9.55,Mar,2023
2023-03-23,EQ,468.00,469.35,461.85,466.95,466.55,466.85,466.06,482.8,326.15,1275635,594528617.05,70064,-0.02,-0.1,7.5,Mar,2023
2023-03-22,EQ,465.15,469.50,463.6,464.5,467.95,466.95,466.88,482.8,326.15,1861207,868962913.15,67020,0.53,2.45,5.9,Mar,2023
2023-03-21,EQ,468.40,470.45,461.65,468.2,463.8,464.5,465.95,482.8,326.15,5089755,2371584651.70,68039,-0.79,-3.7,8.8,Mar,2023
2023-03-20,EQ,474.95,474.95,458.6,460.05,469,468.2,468.8,482.8,326.15,4308178,2019656201.10,66172,1.77,8.15,16.35,Mar,2023
2023-03-17,EQ,463.10,469.90,458.75,464.4,460,460.05,460.95,482.8,326.15,2885033,1329858722.60,57528,-0.94,-4.35,11.15,Mar,2023
2023-03-16,EQ,467.00,470.95,457.6,468.7,464,464.4,465.69,482.8,326.15,1794019,835463794.05,151877,-0.92,-4.3,13.35,Mar,2023
2023-03-15,EQ,466.15,477.05,463,468.65,465.9,468.7,467.32,482.8,326.15,2164066,1011308915.15,80293,0.01,0.05,14.05,Mar,2023
2023-03-14,EQ,465.80,477.80,462.3,462.7,465,468.65,470.51,482.8,326.15,3975743,1870608394.60,111736,1.29,5.95,15.5,Mar,2023
2023-03-13,EQ,460.05,468.00,453.6,457.75,461.5,462.7,463.61,482.8,326.15,2062560,956222496.05,51506,1.08,4.95,14.4,Mar,2023
2023-03-10,EQ,453.20,461.80,450.15,453.2,460,457.75,456.15,482.8,326.15,3705846,1690436409.00,121740,1,4.55,11.65,Mar,2023
2023-03-09,EQ,437.95,455.40,436.05,437.95,451.5,453.2,450.04,482.8,326.15,2527509,1137473470.65,60441,3.48,15.25,19.35,Mar,2023
2023-03-08,EQ,424.00,439.00,424,430.8,436.5,437.95,433.96,482.8,326.15,1164589,505390263.20,28797,1.66,7.15,15,Mar,2023
2023-03-06,EQ,428.00,432.60,426.55,425.45,430,430.8,429.67,482.8,326.15,1027758,441595071.65,49341,1.26,5.35,6.05,Mar,2023
2023-03-03,EQ,429.95,431.50,423.05,429.4,424.2,425.45,426.91,482.8,326.15,618261,263940143.15,18129,-0.92,-3.95,8.45,Mar,2023
2023-03-02,EQ,433.50,433.75,428.5,433.55,428.6,429.4,431.2,482.8,326.15,709558,305961495.75,31190,-0.96,-4.15,5.25,Mar,2023
2023-03-01,EQ,428.25,435.00,426.5,426.1,434.1,433.55,430.69,482.8,326.15,1340035,577134241.75,42595,1.75,7.45,8.5,Mar,2023
2023-02-28,EQ,427.15,434.00,423.1,429.65,433,426.1,426.5,482.8,326.15,1538948,656367018.85,32411,-0.83,-3.55,10.9,Feb,2023
2023-02-27,EQ,431.60,431.80,425.3,431.6,426.65,429.65,429.23,482.8,326.15,649946,278975561.65,24466,-0.45,-1.95,6.5,Feb,2023
2023-02-24,EQ,428.25,433.90,427.15,428.25,430.1,431.6,431.84,482.8,326.15,752460,324942557.00,16508,0.78,3.35,6.75,Feb,2023
2023-02-23,EQ,432.25,432.90,426.15,431.25,428,428.25,429.05,482.8,326.15,1027573,440877223.65,18251,-0.7,-3,6.75,Feb,2023
2023-02-22,EQ,431.15,437.35,429.45,433.2,430.5,431.25,431.87,482.8,326.15,1080016,466430888.70,22903,-0.45,-1.95,7.9,Feb,2023
2023-02-21,EQ,428.00,435.40,428,428.35,431.25,433.2,432.26,482.8,326.15,1023742,442526462.75,19262,1.13,4.85,7.4,Feb,2023
2023-02-20,EQ,436.95,440.20,426.2,433.8,429,428.35,432.26,482.8,326.15,410047,177246514.80,17558,-1.26,-5.45,14,Feb,2023
2023-02-17,EQ,430.25,438.75,428.6,429.7,435,433.8,434.09,482.8,326.15,1297097,563052654.35,31780,0.95,4.1,10.15,Feb,2023
2023-02-16,EQ,421.70,433.95,417.15,423.55,431,429.7,422.34,482.8,326.15,5501830,2323666050.80,56986,1.45,6.15,16.8,Feb,2023
2023-02-15,EQ,423.00,426.20,421.15,423.35,423.9,423.55,424.31,482.8,326.15,849521,360457268.35,17344,0.05,0.2,5.05,Feb,2023
2023-02-14,EQ,428.20,429.95,421,430.6,423,423.35,424.51,482.8,326.15,1435032,609182130.40,21526,-1.68,-7.25,8.95,Feb,2023
2023-02-13,EQ,437.60,438.75,426.65,437.4,428,430.6,431.25,482.8,326.15,1454979,627457548.55,53730,-1.55,-6.8,12.1,Feb,2023
2023-02-10,EQ,440.50,442.85,435.45,440.5,436.5,437.4,438.79,482.8,326.15,778807,341734262.05,37176,-0.7,-3.1,7.4,Feb,2023
2023-02-09,EQ,439.00,442.10,436.85,437.7,442,440.5,439.99,482.8,326.15,527432,232066868.20,24296,0.64,2.8,5.25,Feb,2023
2023-02-08,EQ,440.00,443.05,435.7,439.85,437.65,437.7,440.11,482.8,326.15,1123330,494386556.50,25249,-0.49,-2.15,7.35,Feb,2023
2023-02-07,EQ,440.65,442.15,435.1,440.25,438.05,439.85,439.6,482.8,326.15,953241,419042036.65,20430,-0.09,-0.4,7.05,Feb,2023
2023-02-06,EQ,432.55,442.65,432.55,435.5,440.35,440.25,438.87,482.8,326.15,402844,176796187.20,19328,1.09,4.75,10.1,Feb,2023
2023-02-03,EQ,441.00,441.55,425.05,440.95,436.3,435.5,431.33,482.8,326.15,2666546,1150160581.35,51999,-1.24,-5.45,16.5,Feb,2023
2023-02-02,EQ,440.00,443.65,434.05,441.2,441,440.95,439.18,482.8,326.15,1506582,661660061.45,49990,-0.06,-0.25,9.6,Feb,2023
2023-02-01,EQ,463.60,463.60,430.5,441.7,439.15,441.2,444.67,482.8,326.15,1613929,717668307.65,48199,-0.11,-0.5,33.1,Feb,2023
2023-01-31,EQ,440.05,447.50,434.05,439.75,444.8,441.7,439.52,482.8,326.15,1610363,707783856.85,33046,0.44,1.95,13.45,Jan,2023
2023-01-30,EQ,452.50,453.50,437.3,454.6,439,439.75,440.06,482.8,326.15,1783445,784815942.05,40824,-3.27,-14.85,16.2,Jan,2023
2023-01-27,EQ,438.95,459.80,435.85,438.15,457,454.6,447.44,482.8,326.15,2665309,1192567306.55,77269,3.75,16.45,23.95,Jan,2023
2023-01-25,EQ,434.60,440.80,425.05,434.6,436.85,438.15,429.81,482.8,326.15,2211079,950349600.00,34132,0.82,3.55,15.75,Jan,2023
2023-01-24,EQ,440.00,443.55,432.05,443.95,432.2,434.6,436.81,482.8,326.15,410812,179447987.65,19811,-2.11,-9.35,11.5,Jan,2023
2023-01-23,EQ,438.00,448.00,426.25,438.4,440.95,443.95,433.88,482.8,326.15,1537129,666926290.45,33439,1.27,5.55,21.75,Jan,2023
2023-01-20,EQ,446.00,451.10,436,446.65,438.05,438.4,442.66,482.8,326.15,1059249,468887645.05,35388,-1.85,-8.25,15.1,Jan,2023
2023-01-19,EQ,450.25,453.00,442.1,452,446.5,446.65,448.27,482.8,326.15,1277349,572591232.15,25515,-1.18,-5.35,10.9,Jan,2023
2023-01-18,EQ,455.25,455.85,445.95,453.7,450.1,452,451.71,482.8,326.15,1133398,511966365.15,55610,-0.37,-1.7,9.9,Jan,2023
2023-01-17,EQ,455.80,455.80,446,453.55,452.55,453.7,450.38,482.8,326.15,1392112,626975452.45,38569,0.03,0.15,9.8,Jan,2023
2023-01-16,EQ,453.00,459.40,451.4,453,451.85,453.55,455.21,482.8,326.15,610415,277866926.20,16493,0.12,0.55,8,Jan,2023
2023-01-13,EQ,452.60,456.80,447.25,452.9,451.65,453,450.81,482.8,326.15,1193182,537895413.85,27404,0.02,0.1,9.55,Jan,2023
2023-01-12,EQ,450.00,454.00,446.9,448.45,452.55,452.9,451.72,482.8,326.15,942839,425897591.20,25582,0.99,4.45,7.1,Jan,2023
2023-01-11,EQ,454.00,459.40,445.25,451.7,446.3,448.45,452.64,482.8,326.15,793529,359179856.00,30208,-0.72,-3.25,14.15,Jan,2023
2023-01-10,EQ,451.00,462.55,447.8,451.15,453.15,451.7,455.26,482.8,326.15,3455125,1572993016.90,77318,0.12,0.55,14.75,Jan,2023
2023-01-09,EQ,437.50,453.00,434.25,433.35,451,451.15,445.15,482.8,326.15,1901056,846253277.45,69834,4.11,17.8,18.75,Jan,2023
2023-01-06,EQ,440.05,440.40,429.25,440,433,433.35,432.06,482.8,326.15,1167423,504391104.05,42694,-1.51,-6.65,11.15,Jan,2023
2023-01-05,EQ,446.00,449.35,437.3,445.15,439.8,440,444.3,482.8,326.15,1177013,522946108.65,27806,-1.16,-5.15,12.05,Jan,2023
2023-01-04,EQ,445.00,447.95,436.85,446.55,445.4,445.15,443.35,482.8,326.15,687298,304713377.45,22179,-0.31,-1.4,11.1,Jan,2023
2023-01-03,EQ,451.15,451.15,442.5,447.6,444.5,446.55,446.83,482.8,326.15,396312,177085775.90,14228,-0.23,-1.05,8.65,Jan,2023
